Country,Jurisdiction,"Policy Category","Name of policy",Sector,"Energy Type",Stage,Mechanism,"Legislation and Endorsing Agency",Objectives,"Date of announcement","Date of entry info force",Currency,"Value committed","Value committed, USD","Value disbursed","Value disbursed, USD",Background,"Links to sources","Archived Links to sources"
"United States",National,"clean unconditional","Infrastructure Investment and Jobs Act",Buildings,"energy efficiency","energy efficiency","budget or off-budget transfer (DT)","Infrastructure Investment and Jobs Act, United States Congress","This Bipartisan Infrastructure Deal will rebuild America’s roads, bridges and rails, expand access to clean drinking water, ensure every American has access to high-speed internet, tackle the climate crisis, advance environmental justice, and invest in communities that have too often been left behind. The legislation will help ease inflationary pressures and strengthen supply chains by making long overdue improvements for our nation’s ports, airports, rail, and roads. ",15/11/2021,15/11/2021,USD,550000000,550000000,0,0,"$550 million to funding for academic institutions to research industrial energy efficiency. Includes a grant funding program for small-mid size manufacturers looking reduce energy consumption. ",https://www.congress.gov/bill/117th-congress/house-bill/3684/text,https://www.cantwell.senate.gov/imo/media/doc/Infrastructure%20Investment%20and%20Jobs%20Act%20-%20Section%20by%20Section%20Summary.pdf
"United States",National,"clean unconditional","Infrastructure Investment and Jobs Act","Power generation",hydrogen,"exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)","Infrastructure Investment and Jobs Act, United States Congress","This Bipartisan Infrastructure Deal will rebuild America’s roads, bridges and rails, expand access to clean drinking water, ensure every American has access to high-speed internet, tackle the climate crisis, advance environmental justice, and invest in communities that have too often been left behind. The legislation will help ease inflationary pressures and strengthen supply chains by making long overdue improvements for our nation’s ports, airports, rail, and roads. ",15/11/2021,15/11/2021,USD,500000000,500000000,0,0,"$500 million to a clean hydrogen manufacturing and recycling program to enhance clean H2 supply chains. ",https://www.congress.gov/bill/117th-congress/house-bill/3684/text,https://www.cantwell.senate.gov/imo/media/doc/Infrastructure%20Investment%20and%20Jobs%20Act%20-%20Section%20by%20Section%20Summary.pdf
"United States",National,"fossil conditional","Infrastructure Investment and Jobs Act","Other sector","multiple fossil","reduced environmental damage","budget or off-budget transfer (DT)","Infrastructure Investment and Jobs Act, United States Congress","This Bipartisan Infrastructure Deal will rebuild America’s roads, bridges and rails, expand access to clean drinking water, ensure every American has access to high-speed internet, tackle the climate crisis, advance environmental justice, and invest in communities that have too often been left behind. The legislation will help ease inflationary pressures and strengthen supply chains by making long overdue improvements for our nation’s ports, airports, rail, and roads. ",15/11/2021,15/11/2021,USD,3500000000,3500000000,0,0,"$3.5 billion to build four region hubs that utillize direct air capture (DAC).",https://www.congress.gov/bill/117th-congress/house-bill/3684/text,https://www.cantwell.senate.gov/imo/media/doc/Infrastructure%20Investment%20and%20Jobs%20Act%20-%20Section%20by%20Section%20Summary.pdf
"United States",National,"fossil conditional","Infrastructure Investment and Jobs Act","Other sector","multiple fossil","reduced environmental damage","budget or off-budget transfer (DT)","Infrastructure Investment and Jobs Act, United States Congress","This Bipartisan Infrastructure Deal will rebuild America’s roads, bridges and rails, expand access to clean drinking water, ensure every American has access to high-speed internet, tackle the climate crisis, advance environmental justice, and invest in communities that have too often been left behind. The legislation will help ease inflationary pressures and strengthen supply chains by making long overdue improvements for our nation’s ports, airports, rail, and roads. ",15/11/2021,15/11/2021,USD,2500000000,2500000000,0,0,"$2.5 billion to the expansion of the Carbon Storage Validation and Testing program in the DoE to include expansion to large-scale commercialization. ",https://www.congress.gov/bill/117th-congress/house-bill/3684/text,https://www.cantwell.senate.gov/imo/media/doc/Infrastructure%20Investment%20and%20Jobs%20Act%20-%20Section%20by%20Section%20Summary.pdf
"United States",National,"fossil conditional","Infrastructure Investment and Jobs Act","Other sector","multiple fossil","reduced environmental damage","budget or off-budget transfer (DT)","Infrastructure Investment and Jobs Act, United States Congress","This Bipartisan Infrastructure Deal will rebuild America’s roads, bridges and rails, expand access to clean drinking water, ensure every American has access to high-speed internet, tackle the climate crisis, advance environmental justice, and invest in communities that have too often been left behind. The legislation will help ease inflationary pressures and strengthen supply chains by making long overdue improvements for our nation’s ports, airports, rail, and roads. ",15/11/2021,15/11/2021,USD,900000000,900000000,0,0,"$2.1 billion to establish a CO2 Infrastructure Finance and Innovation Act (CIFIA) that provides low-interest loans to carbon capture transport infrastructure. ",https://www.congress.gov/bill/117th-congress/house-bill/3684/text,https://www.cantwell.senate.gov/imo/media/doc/Infrastructure%20Investment%20and%20Jobs%20Act%20-%20Section%20by%20Section%20Summary.pdf
"United States",National,"fossil conditional","Infrastructure Investment and Jobs Act","Other sector","multiple fossil","reduced environmental damage","budget or off-budget transfer (DT)","Infrastructure Investment and Jobs Act, United States Congress","This Bipartisan Infrastructure Deal will rebuild America’s roads, bridges and rails, expand access to clean drinking water, ensure every American has access to high-speed internet, tackle the climate crisis, advance environmental justice, and invest in communities that have too often been left behind. The legislation will help ease inflationary pressures and strengthen supply chains by making long overdue improvements for our nation’s ports, airports, rail, and roads. ",15/11/2021,15/11/2021,USD,100000000,100000000,0,0,"$100 million to DoE's Carbon Capture Technology program to produce front-end engineering and design (FEED) for CO2 capture. ",https://www.congress.gov/bill/117th-congress/house-bill/3684/text,https://www.cantwell.senate.gov/imo/media/doc/Infrastructure%20Investment%20and%20Jobs%20Act%20-%20Section%20by%20Section%20Summary.pdf
"United States",National,"other energy","Deparmtent of Agriculture announces $100 million to Higher Blends Infrastructure Investment Program (HBIIP)","Multiple sectors","biofuels and waste","exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)","United States Department of Agriculture (USDA)","""U.S. Secretary of Agriculture Sonny Perdue announced the U.S. Department of Agriculture intends to make available up to $100 million in competitive grants for activities designed to expand the availability and sale of renewable fuels.""",04/05/2020,04/05/2020,USD,100000000,100000000,0,0,"The Higher Blends Infrastructure Incentive Program (HBIIP) consists of up to $100 million in funding for competitive grants or sales incentives to eligible entities for activities designed to expand the sale and use of ethanol and biodiesel fuels. Funds will be made directly available to assist transportation fueling and biodiesel distribution facilities with converting to higher ethanol and biodiesel blends by sharing the costs related to and/or offering sales incentives for the installation of fuel pumps, related equipment and infrastructure.",https://www.usda.gov/media/press-releases/2020/05/04/usda-announces-100-million-american-biofuels-infrastructure,
"United States",National,"fossil conditional","DoE funding for direct air capture research","Other sector","multiple fossil","reduced environmental damage","budget or off-budget transfer (DT)","Department of Energy (DOE)","The grants are aimed at achieving breakthroughs in the effort to capture carbon dioxide directly from ambient air.",18/08/2020,18/08/2020,USD,13500000,13500000,0,0,"Three projects focus on a different major approach to carbon capture. A team led by DOE’s Pacific Northwest National Laboratory will investigate electrochemical approaches. A team led by DOE’s Argonne National Laboratory will focus on photochemical methods, while a team led by DOE’s Lawrence Livermore Laboratory will attempt to understand the degradation processes that limit current methods using forms of chemical absorption.",https://www.energy.gov/articles/department-energy-awards-135-million-direct-air-capture-research,
"United States",National,"clean unconditional","DoE Funding in Solar Technologies","Power generation",solar,"electricity storage or transmission or distribution","budget or off-budget transfer (DT)","Department of Energy (DOE)","""DOE’s Office of Energy Efficiency and Renewable Energy (EERE) is seeking new solutions that can reliably bring large quantities of solar onto the grid and that can ensure that American-made hardware is used in those installations. ",16/12/2020,16/12/2020,USD,45000000,45000000,0,0,"$25 million to grid forming technologies for the integration of a majority renewable electrical grid. $6 million to behind-the-meter technology for distributed solar. For hardware development, the program invests respectively $6 million to new product development and $8 million to demonstration stage projects.  ",https://www.energy.gov/articles/energy-department-announces-45-million-funding-solar-technologies,
"United States",National,"clean conditional","Federal Railroad Aministration Budget, Consolidated Appropriations Act",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","H.R. 113 - Consolidated Appropriations Act, 2021. United States Congress. ",,27/12/2020,27/12/2020,USD,27000000,27000000,0,0,"$27 millions increase from 2020 in funding for the Federal Railroad Administration. Total expenditured for these programs in 2021 is estimated at $2.8 billion. ",https://rules.house.gov/sites/democrats.rules.house.gov/files/BILLS-116HR133SA-RCP-116-68.pdf,https://www.ncsl.org/ncsl-in-dc/publications-and-resources/fy-2021-omnibus-appropriations-bill.aspx
"United States",National,"other energy","Department of Energy&#8217;s Environmental Management Budget, Consolidated Appropriations Act","Power generation","multiple energy types","reduced environmental damage","budget or off-budget transfer (DT)","H.R. 113 - Consolidated Appropriations Act, 2021. United States Congress. ",,27/12/2020,27/12/2020,USD,131000000,131000000,0,0,"$131 million increase from 2020 in funding for the DoE's environmental management program. Total expenditure for these programs in 2021 is estimated at $7.58 billion. ",https://rules.house.gov/sites/democrats.rules.house.gov/files/BILLS-116HR133SA-RCP-116-68.pdf,https://www.ncsl.org/ncsl-in-dc/publications-and-resources/fy-2021-omnibus-appropriations-bill.aspx
"United States",National,"clean conditional","Transmission Technology Budget, Consolidated Appropriations Act","Power generation","multiple energy types","electricity storage or transmission or distribution","budget or off-budget transfer (DT)","H.R. 113 - Consolidated Appropriations Act, 2021. United States Congress. ","Passed in the annuall budget of the United States Congress. ",27/12/2020,27/12/2020,USD,21700000,21700000,0,0,"$21.7 million increase from 2020 in funding for the DoE's Office of Electricity that advances transmission technology. Total expenditured for these programs in 2021 is estimated at $211.7 million.  ",https://rules.house.gov/sites/democrats.rules.house.gov/files/BILLS-116HR133SA-RCP-116-68.pdf,https://www.ncsl.org/ncsl-in-dc/publications-and-resources/fy-2021-omnibus-appropriations-bill.aspx
"United States",National,"other energy","Nuclear Energy Budget, Consolidated Appropriations Act","Power generation",nuclear,"electricity generation","budget or off-budget transfer (DT)","H.R. 113 - Consolidated Appropriations Act, 2021. United States Congress. ","Passed in the annuall budget of the United States Congress. ",27/12/2020,27/12/2020,USD,14200000,14200000,0,0,"$14.2 million increase from 2020 in funding for the DoE's nuclear energy research and development program. Total expenditured for these programs in 2021 is estimated at $1.5 billion. ",https://rules.house.gov/sites/democrats.rules.house.gov/files/BILLS-116HR133SA-RCP-116-68.pdf,https://www.ncsl.org/ncsl-in-dc/publications-and-resources/fy-2021-omnibus-appropriations-bill.aspx
"United States",National,"clean conditional","Advanced Research Projects Agency-Energy Budget, Consolidated Appropriations Act","Power generation","multiple energy types","several energy stages","budget or off-budget transfer (DT)","H.R. 113 - Consolidated Appropriations Act, 2021. United States Congress. ","Passed in the annuall budget of the United States Congress. ",27/12/2020,27/12/2020,USD,2000000,2000000,0,0,"$2 million increase from 2020 in funding for the DoE's Advanced Research Projects Agency-Energy (ARPA-E).Total ARPA-E budget for 2021 is estimated at around $427 million.",https://rules.house.gov/sites/democrats.rules.house.gov/files/BILLS-116HR133SA-RCP-116-68.pdf,https://www.ncsl.org/ncsl-in-dc/publications-and-resources/fy-2021-omnibus-appropriations-bill.aspx
"United States",National,"clean conditional","Renewable Energy and Enerfy Efficiency Budget, Consolidated Appropriations Act","Multiple sectors","multiple energy types","energy efficiency","budget or off-budget transfer (DT)","H.R. 113 - Consolidated Appropriations Act, 2021. United States Congress.","Passed in the annual budget of the United States Congress. ",27/12/2020,,USD,72000000,72000000,0,0,"$72 million increase from 2020 in renewable energy and energy efficiency expenditure. Total energy efficiency budget for 2021 at around $2.86 billion",https://rules.house.gov/sites/democrats.rules.house.gov/files/BILLS-116HR133SA-RCP-116-68.pdf,https://www.ncsl.org/ncsl-in-dc/publications-and-resources/fy-2021-omnibus-appropriations-bill.aspx
"United States",National,"fossil conditional","DoE funding for Project to Improve Fossil-Based Hydrogen Production, Transport, Storage, and Utilization","Multiple sectors","multiple fossil","exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)","Department of Energy (DOE)","The funding, for cost-shared cooperative agreements, is aimed to develop technologies for the production, transport, storage, and utilization of fossil-based hydrogen, with progress towards net-zero carbon emissions.",15/01/2021,15/01/2021,USD,160000000,160000000,0,0,"1) Net-Zero or Negative Carbon Hydrogen Production from Modular Gasification and Co-Gasification of Mixed Wastes, Biomass, and Traditional Feedstocks 2) Solid Oxide Electrolysis Cell Technology (SOEC) Development 3) Carbon capture for steam methan reformation (SMR) in blue hydrogen process 4) Advance gas turbines to be combusted with hydrogen mix 5) Natural gas based hydrogen production in line with net-zero or carbon negative goals 6) Hydrogen midstream with emphasis on performance enhancement and cost reduction 7) Subsurface hydrogen storage",https://www.energy.gov/articles/doe-announces-160-million-projects-improve-fossil-based-hydrogen-production-transport,
"United States",National,"other energy","DoE Announces $100 Million Climate Innovation Research Opportunity","Multiple sectors","multiple energy types","several energy stages","budget or off-budget transfer (DT)","Department of Energy (DOE)","The announcements kickstart the Administration’s undertaking to spur the creation of new jobs, technology, and tools that empower the United States to innovate and lead the world in addressing the climate crisis.",11/02/2021,11/02/2021,USD,100000000,100000000,0,0,"Grants will be allocated to the following projects/sectors: 1) Net zero carbon buildings at net zero cost, also mention net-zero building materials 2) Energy storage at one tenth the current cost 3) Advanced energy system management tools for low-carbon power plants 4) Low-cost zero-carbon on road vehicles and transport 5) Efficiency and sustainable fuel updgrades for air and maritime shipping 6) Affordable refrigeration, AC, and heat pumps that do not utilize warming refrigerants 7) CCUS for industrial processes 8) Lowering costs of carbon free hydrogen (unclear if blue or green) 9) Innovation in soil and agriculturual tecniques to sequester carbon 10) DAC for existing power plants",https://www.whitehouse.gov/briefing-room/statements-releases/2021/02/11/biden-harris-administration-launches-american-innovation-effort-to-create-jobs-and-tackle-the-climate-crisis/,
"United States",National,"other energy","DoE, US Industry Opportunities for Advanced Nuclear Technology Funding","Power generation","multiple energy types","electricity generation","budget or off-budget transfer (DT)","Department of Energy (DOE)","The U.S. Department of Energy's (DOE's) Hydrogen and Fuel Cell Technologies Office (HFTO) and Nuclear Energy (NE) Office are joining forces to advance technologies that can efficiently integrate nuclear power and hydrogen",18/02/2021,18/02/2021,USD,20000000,20000000,0,0,"""Up to $20 million in total funds will be available through DOE's U.S. Industry Opportunities for Advanced Nuclear Technology Development Funding Opportunity to demonstrate systems that produce hydrogen using nuclear energy or the heat from nuclear power plants.""",https://www.energy.gov/eere/fuelcells/articles/apply-funding-opportunity-advance-technologies-integrating-hydrogen-and,
"United States",National,"other energy","DoE Funding to Small Businesses for Clean Energy R&#038;D Projects","Multiple sectors","multiple energy types","several energy stages","budget or off-budget transfer (DT)","Department of Energy (DOE)","Funding supports small businesses working on climate change solutions and the Biden-Harris Administration’s commitment to build the American economy back better.",04/03/2021,04/03/2021,USD,115000000,115000000,0,0,"$115 million will be allocated from the Department of Energy's Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) program specifically for projects in energy storage, grid modernization, and carbon capture. ",https://www.energy.gov/articles/doe-announces-115-million-small-businesses-clean-energy-rd-projects,
"United States",National,"fossil conditional","DoE NEXTCAR Program Phase II",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Department of Energy (DOE)","To help passenger vehicles operate more efficiently, reduce energy consumption, and contribute to the Biden Administration’s goal of reaching net-zero carbon emissions by 2050.",11/03/2021,11/03/2021,USD,18000000,18000000,0,0,"$18 million in funding for four cutting-edge university grants to explore how Connected and Automated Vehicle (CAV) can reduce emissions through automated reduction in energy loss. ",https://www.energy.gov/articles/doe-awards-18-million-cutting-edge-technologies-optimize-vehicle-performance-and-efficiency,
"United States",National,"clean conditional","Transit Funding for Amtrak, American Rescue Act",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","H.R. 1319 American Rescue Act of 2021, United States Congress","The first step of an aggressive, two-step plan for rescue, from the depths of this crisis, and recovery, by investing in America, creating millions of additional good-paying jobs, combatting the climate crisis, advancing racial equity, and building back better than before.",11/03/2021,11/03/2021,USD,1700000000,1700000000,0,0,"""Railway Funding:
Provides $1.7 billion for Amtrak in FY 2021.
$970 million to support the Northeast Corridor.
$730 million to support the National Network, of which:
$175 million is to be used by Amtrak to offset amounts required to be paid by states for state-supported routes.
$166 million out of the amounts allocated for the Northeast Corridor, and the National Network, to support the restoration of long-distance service and employee recalls.""",https://www.congress.gov/bill/117th-congress/house-bill/1319/text,https://www.ncsl.org/ncsl-in-dc/publications-and-resources/american-rescue-plan-act-of-2021.aspx
"United States",National,"fossil unconditional","Transit Funding for Airlines &#038; Aviation Manufactures, American Rescue Act",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","H.R. 1319 American Rescue Act of 2021, United States Congress","The first step of an aggressive, two-step plan for rescue, from the depths of this crisis, and recovery, by investing in America, creating millions of additional good-paying jobs, combatting the climate crisis, advancing racial equity, and building back better than before.",11/03/2021,11/03/2021,USD,18000000000,18000000000,0,0,"""Provides $18 billion for aviation manufacturers and airlines.
$3 billion for airline manufacturers to create a payroll support program.
$14 billion to airlines to extend the payroll support program.
$1 billion for contractors to extend the payment of wages, salaries and benefits.""",https://www.congress.gov/bill/117th-congress/house-bill/1319/text,https://www.ncsl.org/ncsl-in-dc/publications-and-resources/american-rescue-plan-act-of-2021.aspx
"United States",National,"fossil unconditional","Transit Funding for Airports, American Rescue Act",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","H.R. 1319 American Rescue Act of 2021, United States Congress","The first step of an aggressive, two-step plan for rescue, from the depths of this crisis, and recovery, by investing in America, creating millions of additional good-paying jobs, combatting the climate crisis, advancing racial equity, and building back better than before.",11/03/2021,11/03/2021,USD,30500000000,30500000000,0,0,"""Provides $30.5 billion for grants to transit agencies for use for operating expenses, including payroll and personal protective equipment costs.
$26.1 billion for Urbanized Area Formula Grants to aid transit service in urbanized areas.
$2.21 billion for urban and rural area grantees that require additional assistance due to the pandemic.
$1.7 billion for Capital Investment Grants.
$281 million in operating assistance formula grants for states to support rural transit agencies in areas with fewer than 50,000 people.
$100 million for intercity bus services to support essential connections in rural areas.""",https://www.congress.gov/bill/117th-congress/house-bill/1319/text,https://www.ncsl.org/ncsl-in-dc/publications-and-resources/american-rescue-plan-act-of-2021.aspx
"United States",National,"fossil unconditional","Grants to transit agencies for use for operating expenses, American Rescue Act",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","H.R. 1319 American Rescue Act of 2021, United States Congress","The first step of an aggressive, two-step plan for rescue, from the depths of this crisis, and recovery, by investing in America, creating millions of additional good-paying jobs, combatting the climate crisis, advancing racial equity, and building back better than before.",11/03/2021,11/03/2021,USD,30500000000,30500000000,0,0,"""$30.5 billion in federal funding to support the nation’s public transportation systems as they continue to respond to the COVID-19 pandemic and support the President’s call to vaccinate the U.S. population.

The relief funds will be distributed as follows, at 100-percent federal share:

$26.6 billion to be allocated by statutory formulas to urbanized and rural areas and tribal governments
$2.2 billion to FTA grant recipients in communities that demonstrate additional pandemic-associated needs.
$1.675 billion for projects in the Capital Investment Grants (CIG) Program 
$50 million under the Enhanced Mobility of Seniors and Individuals with Disabilities formula program
$25 million for competitive planning grants 
$5 million for competitive tribal grants""",https://www.congress.gov/bill/117th-congress/house-bill/1319/text,"https://www.ncsl.org/ncsl-in-dc/publications-and-resources/american-rescue-plan-act-of-2021.aspx
, https://www.transit.dot.gov/funding/grants/urbanized-area-formula-grants-5307"
"United States",National,"fossil unconditional","DoE Awards $2M to Develop Clean Hydrogen","Power generation","multiple fossil","exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)","Department of Energy (DOE)","""Hydrogen which may prove pivotal to reducing carbon emissions and meeting the Biden Administration’s climate change goals.""",15/03/2021,15/03/2021,USD,2000000,2000000,0,0,"$2 million in funding is allocated from the DoE's Office of Fossil Energy into university grants to develop fossil hydrogen with blends of biofuels and biomas. ",https://www.energy.gov/articles/us-department-energy-awards-2-million-develop-clean-hydrogen-technologies,
"United States",National,"clean conditional","DoE Funding to Manufacturing Innovation to Build Clean Resilient Electrical Grid","Power generation","multiple renewable","electricity storage or transmission or distribution","budget or off-budget transfer (DT)","Department of Energy (DOE)","The two funding opportunities will back research and development (R&D) for the materials and technologies needed to expand the grid with new, clean-energy sources, deliver affordable electricity to disadvantaged communities, and help reach the Biden Administration’s goal of net-zero carbon emissions by 2050.",17/03/2021,17/03/2021,USD,24500000,24500000,0,0,"$20 to the development of flow battery storage systems. $4.5 million to the CABLE semi-conductor Manufacturing Prize. ",https://www.energy.gov/articles/doe-announces-245-million-manufacturing-innovation-build-clean-resilient-electric-grid,
"United States",National,"clean conditional","Data Science and Computation Tools for Advanced Climate Solutions","Other sector","multiple energy types","several energy stages","budget or off-budget transfer (DT)","Department of Energy (DOE)","new funding opportunities will support researchers using data science and computation-based methods—including artificial intelligence and machine learning—to tackle basic science challenges, advance clean energy technologies, improve energy efficiency, and predict extreme weather and climate patterns.",19/03/2021,19/03/2021,USD,34500000,34500000,0,0,"$21 million allocated from from the Office of Basic Energy Sciences (BES) to advance machine learning and artificial intelligence in sectors like energy efficiency, clean energy production, and better predicting intermittency to weather patterns. $13.5 million allocated from the Office of Advanced Scientific Computing Research (ASCR) to computer-based models and network integration for emission reduction and energy efficiency. ",https://www.energy.gov/articles/doe-announces-345-million-data-science-and-computation-tools-advance-climate-solutions,
"United States",National,"fossil unconditional","DoE Announces to Establish Coal Products Innovation Centers",Resources,coal,"other energy stage","budget or off-budget transfer (DT)","Department of Energy (DOE)","To sustain domestic coal production and to develop novel uses of coal that have the potential to create new markets for coal and coal byproducts.",26/06/2020,,USD,122000000,122000000,0,0,"The Department of Energy announced a USD 122 million competition for bids to set up “coal innovation centers” throughout the country that aim to develop “value-added, carbon-based products from coal, as well developing new methods to extract and process rare earth elements and critical minerals.” The competition launched on June 26, 2020, with a post-election deadline of Nov. 9, 2020.",https://www.energy.gov/articles/doe-announces-intent-provide-122m-establish-coal-products-innovation-centers,
"United States",National,"fossil conditional","DoE funding for carbon capture and storage technologies through direct air capture","Other sector","multiple fossil","reduced environmental damage","budget or off-budget transfer (DT)","Department of Energy (DOE)","Through DOE’s Carbon Capture, Utilization, and Storage R&D Program, the Office of Fossil Energy has a portfolio of technological solutions that help keep CO2 emissions out of the atmosphere. Many of these R&D efforts can be applied across both the energy and the industrial sectors.",01/09/2020,01/09/2020,USD,21000000,21000000,0,0,"""DOE is awarding a total of $21 million to 18 projects for technologies that remove carbon dioxide (CO2) from the atmosphere, a process known as “direct air capture.""",https://www.energy.gov/articles/department-energy-invests-72-million-carbon-capture-technologies,
"United States",National,"fossil conditional","DoE funding for carbon capture and storage for the power sector","Power generation","multiple fossil","reduced environmental damage","budget or off-budget transfer (DT)","Department of Energy (DOE)","Through DOE’s Carbon Capture, Utilization, and Storage R&D Program, the Office of Fossil Energy has a portfolio of technological solutions that help keep CO2 emissions out of the atmosphere. Many of these R&D efforts can be applied across both the energy and the industrial sectors.",01/09/2020,01/09/2020,USD,51000000,51000000,0,0,"$72 million in federal funding to support the development and advancement of carbon capture technologies under two funding opportunity announcements (FOAs). Under this cost-shared research and development (R&D), DOE is awarding $51 million to nine new projects for coal and natural gas power and industrial sources. ",https://www.energy.gov/articles/department-energy-invests-72-million-carbon-capture-technologies,
"United States",National,"clean unconditional","DoE Plan to Cut Solar Costs by More Than 60% by 2030","Power generation",solar,"several energy stages","budget or off-budget transfer (DT)","Department of Energy (DOE)","These investments support the Biden-Harris Administration’s climate goals and will pave the way for affordable decarbonization of the energy system and a robust clean energy economy.",25/03/2021,25/03/2021,USD,128000000,128000000,0,0,"$63 million allocated to advancing production and materials of non-polysilicon solar cells: Perovskite and CdTe. $58 million to advancing concentrated solar power (CSP) development in the US. $7 million to advancing the lifecycle of solar to 30-50 years.",https://www.energy.gov/articles/doe-announces-goal-cut-solar-costs-more-half-2030,
"United States",National,"clean unconditional","DoE Announces Ambitious New 30GW Offshore Wind Deployment Target by 2030","Power generation",wind,"electricity generation","budget or off-budget transfer (DT)","Department of Energy (DOE)","This new goal, with additional Department of Energy (DOE) investments announced today, builds on President Biden’s Executive Order to address the climate crisis and create American jobs by accelerating the deployment of renewable energy on public lands and waters, including through swift interagency action to advance offshore wind.",29/03/2021,29/03/2021,USD,8000000,8000000,0,0,"$8 million for 15 new offshore wind R&D projects that focus on: innovative support structures, domestic supply chains, advanced electrical systems, and solutions for wildlife impact.",https://www.energy.gov/articles/energy-secretary-granholm-announces-ambitious-new-30gw-offshore-wind-deployment-target,
"United States",National,"other energy","DoE annouces $61.4 M in Biofuels Research to Reduce Transport Emissions",Mobility,"biofuels and waste","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Department of Energy (DOE)","Biofuels are derived from renewable resources, and can power heavy-duty vehicles that are difficult to electrify with current technologies—including airplanes and ships—to help accelerate America’s path to a net-zero emissions economy by 2050.",08/04/2021,,USD,61400000,61400000,0,0,"$61.4 million in funding for biofuel grants. Specific mention of application to air and maritime transportation. ",https://www.energy.gov/articles/doe-announces-614-million-biofuels-research-reduce-transportation-emissions,
"United States",National,"fossil conditional","DoE Announces $35 Million for Technologies to Reduce Methane Emissions","Multiple sectors","multiple fossil","exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)","Department of Energy (DOE)","Methane is the second-largest source of greenhouse gases, many times more potent than carbon dioxide—that’s why it’s crucial we develop solutions to decrease these emissions at their source. The REMEDY program will help support the Biden Administration’s mission to tackle climate change head-on, create good-paying jobs, and deliver cleaner, fresher air for American communities",08/04/2021,08/04/2021,USD,35000000,35000000,0,0,"$35 million towards three specfic methane related initiatives: 1) Exhaust from gas fired engines used to power compressors, the electrical grid, and ships 2) Flaring in oil & gas upstream operations 3) Coal mine ventilation air methane (VAM) exhausts from underground mines",https://arpa-e.energy.gov/news-and-media/press-releases/us-department-energy-announces-35-million-technologies-reduce-methane,
"United States",National,"clean conditional","DoE &#8211; SuperTruck 3 &#8211; Funding to Decarbonize Cars and Trucks",Mobility,"multiple energy types","several energy stages","budget or off-budget transfer (DT)","Department of Energy (DOE)","This new funding triples down on that progress with a push towards electrifying trucks of all sizes, along with efforts to expand EV charging access and develop low-emission car engines.",15/04/2021,15/04/2021,USD,162000000,162000000,0,0,"Funding is directed to accelerate EV & HFEV infrastructure and R&D, with an emphasis on heavy-trucking. ",https://www.energy.gov/articles/doe-announces-162-million-decarbonize-cars-and-trucks,
"United States",National,"clean unconditional","DoE Selects West Virginia University and Sandia National Laboratories to Receive up to $15 Million for Geothermal Energy Research","Power generation","other renewable","electricity generation","budget or off-budget transfer (DT)","Department of Energy (DOE)","DOE will provide up to $15 million for two projects to help drive down costs and risks associated with the discovery of new geothermal resources for power production and heating-cooling. West Virginia University (WVU) will use the funding to explore year-round deep-direct use heating and cooling on campus",23/04/2021,23/04/2021,USD,15000000,15000000,0,0,"$15 million to geothermal energy resources at West Virginia University and Sandia National Laboratories.",https://www.energy.gov/articles/doe-announces-1095-million-support-jobs-and-economic-growth-coal-and-power-plant,
"United States",National,"fossil conditional","DoE Office of Fossil Energy supports University Turbine System Research (UTSR) to explore hydrogen turbine technology","Power generation","other energy type","several energy stages","budget or off-budget transfer (DT)","Department of Energy (DOE)","Increasing the reliability, efficiency, and performance of hydrogen power will reduce carbon emissions and advance the Biden-Harris administration's goal of a 100% clean electricity by 2035. ",12/05/2021,12/05/2021,USD,6200000,6200000,0,0,"6.2M$ Budget will be allocated to eight US university programs to explore hydrogen turbine technology. ",https://www.energy.gov/articles/doe-awards-62-million-cutting-edge-research-efficient-hydrogen-gas-turbines,
